id_avis,id_client,id_livre,note,commentaire,dateavis
1784,366,508,5,Très instructif et bien documenté.,2024-07-01
1785,428,506,4,Passionnant du début à la fin.,2016-10-30
1786,202,125,3,Impossible à lâcher ! Un vrai page-turner.,2022-01-01
1787,361,932,5,"J'ai adoré les personnages, très bien construits.",2016-04-17
1788,206,836,5,"Très bien écrit, une lecture agréable.",2020-05-09
1789,498,109,3,"Très bien écrit, une lecture agréable.",2015-10-01
1790,133,167,5,,2018-04-14
1791,360,826,4,Histoire intéressante mais style un peu lourd.,2019-09-02
1792,226,223,2,"Un chef-d'œuvre absolu, à lire absolument.",2019-12-23
1793,39,946,5,"J'ai adoré les personnages, très bien construits.",2017-12-16
1794,48,588,5,,2019-08-06
1795,206,612,3,Passionnant du début à la fin.,2022-05-05
1796,28,556,4,"Excellent livre, je le recommande vivement !",2017-02-25
1797,131,8,5,"Très bien écrit, une lecture agréable.",2020-07-12
1798,207,905,5,"Une belle découverte, l'auteur a beaucoup de talent.",2016-03-03
1799,106,666,5,,2022-07-15
1800,65,463,3,"Très bien écrit, une lecture agréable.",2022-06-15
1801,488,535,4,"Plutôt moyen, rien d'exceptionnel.",2016-10-26
1802,16,961,3,Très instructif et bien documenté.,2019-04-09
1803,184,978,5,"Excellent livre, je le recommande vivement !",2015-09-18
1804,292,66,4,"J'ai adoré les personnages, très bien construits.",2018-07-23
1805,149,877,2,"Excellent livre, je le recommande vivement !",2022-12-16
1806,458,895,4,"Décevant, je m'attendais à mieux.",2024-07-20
1807,149,77,2,"Un chef-d'œuvre absolu, à lire absolument.",2018-01-15
1808,391,706,3,"J'ai adoré les personnages, très bien construits.",2024-06-12
1809,36,857,2,"Plutôt moyen, rien d'exceptionnel.",2018-07-22
1810,450,299,4,"Décevant, je m'attendais à mieux.",2018-01-30
1811,466,771,4,,2024-06-14
1812,32,660,4,Histoire intéressante mais style un peu lourd.,2016-06-01
1813,381,76,5,Impossible à lâcher ! Un vrai page-turner.,2017-12-07
1814,205,57,3,Très instructif et bien documenté.,2024-01-27
1815,179,101,4,"Décevant, je m'attendais à mieux.",2017-09-02
1816,143,942,4,"Décevant, je m'attendais à mieux.",2015-09-22
1817,433,772,4,Passionnant du début à la fin.,2017-02-10
1818,390,948,3,Histoire intéressante mais style un peu lourd.,2021-07-05
1819,406,323,1,,2018-08-18
1820,331,842,3,,2024-11-20
1821,110,488,5,"Très bien écrit, une lecture agréable.",2017-07-05
1822,329,691,3,"Un chef-d'œuvre absolu, à lire absolument.",2022-02-04
1823,54,776,4,Impossible à lâcher ! Un vrai page-turner.,2021-09-17
1824,435,701,1,"Une belle découverte, l'auteur a beaucoup de talent.",2021-06-19
1825,428,701,5,"Une belle découverte, l'auteur a beaucoup de talent.",2015-08-08
1826,58,571,5,"Excellent livre, je le recommande vivement !",2018-01-28
1827,55,713,4,Histoire intéressante mais style un peu lourd.,2022-03-01
1828,146,501,3,"Un chef-d'œuvre absolu, à lire absolument.",2017-12-31
1829,360,229,4,Une œuvre marquante qui laisse une empreinte durable.,2024-08-09
1830,312,481,3,"Plutôt moyen, rien d'exceptionnel.",2015-05-22
1831,49,681,4,"Décevant, je m'attendais à mieux.",2024-05-17
1832,487,372,5,,2024-01-26
1833,431,720,4,"Excellent livre, je le recommande vivement !",2017-11-06
1834,3,815,4,"Très bien écrit, une lecture agréable.",2023-05-21
1835,60,531,3,Très instructif et bien documenté.,2022-10-23
1836,230,276,4,Passionnant du début à la fin.,2016-11-23
1837,290,22,3,Passionnant du début à la fin.,2015-05-14
1838,307,359,4,Impossible à lâcher ! Un vrai page-turner.,2015-10-04
1839,272,274,4,,2019-06-20
1840,259,51,4,Très instructif et bien documenté.,2021-10-16
1841,326,914,3,,2022-02-15
1842,49,93,4,"Excellent livre, je le recommande vivement !",2024-02-10
1843,354,739,5,"Une belle découverte, l'auteur a beaucoup de talent.",2016-12-28
1844,379,500,4,Très instructif et bien documenté.,2015-04-17
1845,262,546,5,"Excellent livre, je le recommande vivement !",2019-06-01
1846,258,819,3,"Décevant, je m'attendais à mieux.",2022-06-28
1847,421,121,4,Très instructif et bien documenté.,2016-07-25
1848,450,568,2,"Décevant, je m'attendais à mieux.",2017-05-08
1849,124,979,2,"Plutôt moyen, rien d'exceptionnel.",2020-08-03
1850,71,355,1,"Un chef-d'œuvre absolu, à lire absolument.",2020-10-27
1851,436,353,5,"Très bien écrit, une lecture agréable.",2019-10-06
1852,90,706,4,,2017-12-05
1853,48,195,3,,2022-04-27
1854,363,507,3,Une œuvre marquante qui laisse une empreinte durable.,2020-07-07
1855,120,717,4,"Très bien écrit, une lecture agréable.",2022-08-01
1856,459,317,5,,2017-10-31
1857,95,36,4,"Plutôt moyen, rien d'exceptionnel.",2017-12-04
1858,58,379,4,Très instructif et bien documenté.,2022-12-13
1859,316,295,2,,2024-08-21
1860,340,338,5,,2024-06-30
1861,407,338,3,Une œuvre marquante qui laisse une empreinte durable.,2024-01-18
1862,465,3,5,Passionnant du début à la fin.,2022-09-23
1863,435,757,4,Très instructif et bien documenté.,2023-12-24
1864,496,724,4,Une œuvre marquante qui laisse une empreinte durable.,2023-10-16
1865,94,501,3,"Plutôt moyen, rien d'exceptionnel.",2016-09-02
1866,114,534,5,,2022-08-21
1867,402,927,2,"Très bien écrit, une lecture agréable.",2017-09-07
1868,165,107,2,"Très bien écrit, une lecture agréable.",2017-09-07
1869,336,213,2,,2018-09-06
1870,97,382,5,"Décevant, je m'attendais à mieux.",2024-09-27
1871,134,415,5,Impossible à lâcher ! Un vrai page-turner.,2024-05-02
1872,398,833,3,"Très bien écrit, une lecture agréable.",2016-11-29
1873,109,143,5,,2017-07-23
1874,439,175,5,"Un chef-d'œuvre absolu, à lire absolument.",2020-11-15
1875,386,330,5,"Plutôt moyen, rien d'exceptionnel.",2015-08-31
1876,482,787,5,Histoire intéressante mais style un peu lourd.,2017-04-28
1877,300,851,5,"Excellent livre, je le recommande vivement !",2020-11-27
1878,500,362,4,Impossible à lâcher ! Un vrai page-turner.,2017-04-20
1879,246,633,3,"Très bien écrit, une lecture agréable.",2019-10-04
1880,418,970,5,,2019-03-20
1881,333,56,4,Très instructif et bien documenté.,2017-05-06
1882,229,70,4,"Très bien écrit, une lecture agréable.",2020-01-14
1883,432,557,3,Impossible à lâcher ! Un vrai page-turner.,2021-04-09
1884,403,792,5,"Un chef-d'œuvre absolu, à lire absolument.",2019-12-25
1885,327,285,5,"J'ai adoré les personnages, très bien construits.",2024-01-06
1886,119,557,2,"Un chef-d'œuvre absolu, à lire absolument.",2019-12-30
1887,32,688,3,"Décevant, je m'attendais à mieux.",2018-06-08
1888,432,376,3,,2024-08-08
1889,250,904,5,,2017-08-10
1890,471,365,3,Impossible à lâcher ! Un vrai page-turner.,2016-06-17
1891,438,210,5,"Très bien écrit, une lecture agréable.",2022-06-25
1892,64,798,4,"Décevant, je m'attendais à mieux.",2021-05-01
1893,334,764,3,"Excellent livre, je le recommande vivement !",2024-01-15
1894,477,140,5,"Plutôt moyen, rien d'exceptionnel.",2020-05-25
1895,303,999,4,,2018-10-27
1896,264,498,5,"Très bien écrit, une lecture agréable.",2019-03-01
1897,219,789,3,"Un chef-d'œuvre absolu, à lire absolument.",2017-06-05
1898,381,35,4,,2019-08-11
1899,214,698,5,,2024-12-25
1900,340,715,4,"Un chef-d'œuvre absolu, à lire absolument.",2016-01-07
1901,52,587,5,,2019-10-31
1902,357,96,5,Très instructif et bien documenté.,2018-09-23
1903,173,762,3,"Plutôt moyen, rien d'exceptionnel.",2017-04-21
1904,372,117,5,"Excellent livre, je le recommande vivement !",2017-08-01
1905,250,505,4,"Excellent livre, je le recommande vivement !",2023-09-06
1906,486,221,4,"Un chef-d'œuvre absolu, à lire absolument.",2015-04-23
1907,213,100,5,"Excellent livre, je le recommande vivement !",2015-03-01
1908,147,942,4,,2020-05-07
1909,74,826,2,,2018-01-12
1910,230,998,4,,2019-11-03
1911,287,277,5,Passionnant du début à la fin.,2024-11-09
1912,405,944,3,Passionnant du début à la fin.,2024-05-11
1913,69,590,4,,2023-01-13
1914,457,225,4,"Plutôt moyen, rien d'exceptionnel.",2022-01-01
1915,326,123,2,"Décevant, je m'attendais à mieux.",2023-05-22
1916,373,36,4,Une œuvre marquante qui laisse une empreinte durable.,2021-10-15
1917,12,868,3,"J'ai adoré les personnages, très bien construits.",2018-08-07
1918,6,943,5,,2021-10-11
1919,386,822,5,Impossible à lâcher ! Un vrai page-turner.,2024-08-22
1920,410,961,5,Passionnant du début à la fin.,2019-11-19
1921,168,975,5,"J'ai adoré les personnages, très bien construits.",2022-10-26
1922,369,552,5,"Plutôt moyen, rien d'exceptionnel.",2017-12-15
1923,151,190,1,"Excellent livre, je le recommande vivement !",2022-02-17
1924,186,926,2,Passionnant du début à la fin.,2022-09-29
1925,341,334,4,Histoire intéressante mais style un peu lourd.,2015-02-09
1926,289,806,3,,2019-06-01
1927,331,511,5,Très instructif et bien documenté.,2022-08-15
1928,125,37,5,,2017-07-06
1929,453,264,5,,2024-10-16
1930,18,358,5,"Une belle découverte, l'auteur a beaucoup de talent.",2022-01-24
1931,246,20,4,Histoire intéressante mais style un peu lourd.,2019-11-11
1932,184,317,4,,2015-07-20
1933,7,42,5,,2018-04-14
1934,366,423,3,Très instructif et bien documenté.,2020-03-07
1935,198,542,5,Impossible à lâcher ! Un vrai page-turner.,2024-01-30
1936,226,360,3,Histoire intéressante mais style un peu lourd.,2021-03-09
1937,298,620,2,"Une belle découverte, l'auteur a beaucoup de talent.",2016-07-05
1938,162,455,4,,2017-02-27
1939,272,41,4,"J'ai adoré les personnages, très bien construits.",2015-11-21
1940,46,520,2,"Très bien écrit, une lecture agréable.",2023-11-21
1941,417,394,4,Passionnant du début à la fin.,2015-09-03
1942,286,692,2,Très instructif et bien documenté.,2015-04-03
1943,158,247,2,"Plutôt moyen, rien d'exceptionnel.",2024-09-25
1944,430,952,5,Histoire intéressante mais style un peu lourd.,2015-10-19
1945,324,444,4,"Plutôt moyen, rien d'exceptionnel.",2024-08-10
1946,393,994,5,"Un chef-d'œuvre absolu, à lire absolument.",2024-03-06
1947,395,854,5,"J'ai adoré les personnages, très bien construits.",2017-07-25
1948,398,843,3,Très instructif et bien documenté.,2020-02-22
1949,206,484,2,"Une belle découverte, l'auteur a beaucoup de talent.",2016-02-13
1950,212,523,3,"Une belle découverte, l'auteur a beaucoup de talent.",2021-08-28
1951,215,290,4,Impossible à lâcher ! Un vrai page-turner.,2021-10-22
1952,463,778,3,"Très bien écrit, une lecture agréable.",2022-06-13
1953,278,234,3,"Très bien écrit, une lecture agréable.",2024-09-20
1954,46,877,5,"Plutôt moyen, rien d'exceptionnel.",2022-02-04
1955,66,279,5,Histoire intéressante mais style un peu lourd.,2023-08-10
1956,253,956,5,"Décevant, je m'attendais à mieux.",2023-10-05
1957,297,469,5,Très instructif et bien documenté.,2016-01-14
1958,368,880,3,Impossible à lâcher ! Un vrai page-turner.,2021-06-14
1959,157,21,5,Histoire intéressante mais style un peu lourd.,2019-04-24
1960,174,872,5,"Une belle découverte, l'auteur a beaucoup de talent.",2017-08-19
1961,452,994,5,,2023-05-25
1962,149,574,5,"Plutôt moyen, rien d'exceptionnel.",2021-04-13
1963,10,660,5,"Plutôt moyen, rien d'exceptionnel.",2019-06-16
1964,342,654,4,Histoire intéressante mais style un peu lourd.,2024-07-28
1965,293,482,5,"Excellent livre, je le recommande vivement !",2018-08-10
1966,128,281,5,Très instructif et bien documenté.,2016-02-13
1967,438,551,4,Impossible à lâcher ! Un vrai page-turner.,2021-05-30
1968,229,314,4,"Une belle découverte, l'auteur a beaucoup de talent.",2019-10-08
1969,356,974,4,,2021-11-06
1970,42,603,2,,2019-02-03
1971,84,390,5,,2021-06-20
1972,337,665,4,,2019-11-18
1973,443,594,4,"Excellent livre, je le recommande vivement !",2020-12-14
1974,407,364,4,Passionnant du début à la fin.,2021-06-13
1975,60,27,4,"Une belle découverte, l'auteur a beaucoup de talent.",2023-03-25
1976,403,218,5,Une œuvre marquante qui laisse une empreinte durable.,2022-07-11
1977,423,426,4,Histoire intéressante mais style un peu lourd.,2023-10-21
1978,229,489,5,"Très bien écrit, une lecture agréable.",2018-01-17
1979,18,364,5,"Plutôt moyen, rien d'exceptionnel.",2015-08-15
1980,70,993,4,"Excellent livre, je le recommande vivement !",2022-10-26
1981,44,369,4,Très instructif et bien documenté.,2018-03-01
1982,19,656,5,Très instructif et bien documenté.,2024-11-05
1983,276,329,4,Passionnant du début à la fin.,2019-05-15
1984,323,222,4,Histoire intéressante mais style un peu lourd.,2023-05-15
1985,282,276,4,"J'ai adoré les personnages, très bien construits.",2022-07-03
1986,336,485,4,Une œuvre marquante qui laisse une empreinte durable.,2019-08-07
1987,108,248,5,"Décevant, je m'attendais à mieux.",2015-01-14
1988,363,927,5,,2021-05-04
1989,461,350,5,Une œuvre marquante qui laisse une empreinte durable.,2020-01-15
1990,83,482,5,Impossible à lâcher ! Un vrai page-turner.,2022-01-04
1991,362,713,5,Très instructif et bien documenté.,2018-09-01
1992,345,520,5,"J'ai adoré les personnages, très bien construits.",2021-03-24
1993,298,280,5,"J'ai adoré les personnages, très bien construits.",2024-11-19
1994,331,437,5,,2019-08-06
1995,474,434,5,Une œuvre marquante qui laisse une empreinte durable.,2017-02-06
1996,399,476,4,Histoire intéressante mais style un peu lourd.,2021-01-24
1997,89,657,5,Histoire intéressante mais style un peu lourd.,2017-03-16
1998,355,370,1,Très instructif et bien documenté.,2024-04-26
1999,204,822,2,"Plutôt moyen, rien d'exceptionnel.",2020-07-23
2000,446,800,4,"Décevant, je m'attendais à mieux.",2018-02-13
